"station_id","water_year","year","month","day","date","daily_rain","code","station"
200,1964,1964,1,21,1964-01-21,0.79,"E311","UCSB"
200,1964,1964,1,22,1964-01-22,0.22,"E311","UCSB"
200,1964,1964,1,26,1964-01-26,0.05,"E311","UCSB"
200,1964,1964,3,2,1964-03-02,0.15,"E311","UCSB"
200,1964,1964,3,12,1964-03-12,0.29,"E311","UCSB"
200,1964,1964,3,22,1964-03-22,1.13,"E311","UCSB"
200,1964,1964,3,23,1964-03-23,0.02,"E311","UCSB"
200,1964,1964,3,24,1964-03-24,0.05,"E311","UCSB"
200,1964,1964,3,31,1964-03-31,0.95,"E311","UCSB"
200,1964,1964,4,1,1964-04-01,0.05,"E311","UCSB"
200,1964,1964,4,28,1964-04-28,0.05,"E311","UCSB"
200,1964,1964,5,4,1964-05-04,0.03,"E311","UCSB"
200,1964,1964,5,6,1964-05-06,0.03,"E311","UCSB"
200,1964,1964,6,8,1964-06-08,0.03,"E311","UCSB"
200,1964,1964,8,4,1964-08-04,0.01,"E311","UCSB"
200,1965,1964,10,27,1964-10-27,0.35,"E311","UCSB"
200,1965,1964,10,28,1964-10-28,0.43,"E311","UCSB"
200,1965,1964,10,29,1964-10-29,0.22,"E311","UCSB"
200,1965,1964,11,7,1964-11-07,0.12,"E311","UCSB"
200,1965,1964,11,8,1964-11-08,0.2,"E311","UCSB"
200,1965,1964,11,9,1964-11-09,0.48,"E311","UCSB"
200,1965,1964,11,10,1964-11-10,1.19,"E311","UCSB"
200,1965,1964,11,11,1964-11-11,0.13,"E311","UCSB"
200,1965,1964,11,12,1964-11-12,0.08,"E311","UCSB"
200,1965,1964,11,17,1964-11-17,0.03,"E311","UCSB"
200,1965,1964,12,18,1964-12-18,0.02,"E311","UCSB"
200,1965,1964,12,19,1964-12-19,1.75,"E311","UCSB"
200,1965,1964,12,20,1964-12-20,1.82,"E311","UCSB"
200,1965,1964,12,21,1964-12-21,0.02,"E311","UCSB"
200,1965,1964,12,22,1964-12-22,0.02,"E311","UCSB"
200,1965,1964,12,26,1964-12-26,0.29,"E311","UCSB"
200,1965,1964,12,27,1964-12-27,0.22,"E311","UCSB"
200,1965,1964,12,28,1964-12-28,0.13,"E311","UCSB"
200,1965,1964,12,29,1964-12-29,0.15,"E311","UCSB"
200,1965,1964,12,30,1964-12-30,0.13,"E311","UCSB"
200,1965,1964,12,31,1964-12-31,0.14,"E311","UCSB"
200,1965,1965,1,3,1965-01-03,0.01,"E311","UCSB"
200,1965,1965,1,4,1965-01-04,0.02,"E311","UCSB"
200,1965,1965,1,5,1965-01-05,0.02,"E311","UCSB"
200,1965,1965,1,6,1965-01-06,0.37,"E311","UCSB"
200,1965,1965,1,7,1965-01-07,0.06,"E311","UCSB"
200,1965,1965,1,15,1965-01-15,0.02,"E311","UCSB"
200,1965,1965,1,23,1965-01-23,0.28,"E311","UCSB"
200,1965,1965,1,24,1965-01-24,0.03,"E311","UCSB"
200,1965,1965,2,5,1965-02-05,0.44,"E311","UCSB"
200,1965,1965,2,6,1965-02-06,0.14,"E311","UCSB"
200,1965,1965,3,4,1965-03-04,0.22,"E311","UCSB"
200,1965,1965,3,6,1965-03-06,0.24,"E311","UCSB"
200,1965,1965,3,10,1965-03-10,0.1,"E311","UCSB"
200,1965,1965,3,12,1965-03-12,0.61,"E311","UCSB"
200,1965,1965,3,13,1965-03-13,0.09,"E311","UCSB"
200,1965,1965,3,14,1965-03-14,0.04,"E311","UCSB"
200,1965,1965,3,31,1965-03-31,1.48,"E311","UCSB"
200,1965,1965,4,1,1965-04-01,0.94,"E311","UCSB"
200,1965,1965,4,2,1965-04-02,0.6,"E311","UCSB"
200,1965,1965,4,3,1965-04-03,0.54,"E311","UCSB"
200,1965,1965,4,4,1965-04-04,0.34,"E311","UCSB"
200,1965,1965,4,6,1965-04-06,0.02,"E311","UCSB"
200,1965,1965,4,7,1965-04-07,0.08,"E311","UCSB"
200,1965,1965,4,8,1965-04-08,1.49,"E311","UCSB"
200,1965,1965,4,9,1965-04-09,1.65,"E311","UCSB"
200,1965,1965,4,12,1965-04-12,0.14,"E311","UCSB"
200,1966,1965,11,13,1965-11-13,0.05,"E311","UCSB"
200,1966,1965,11,14,1965-11-14,1.06,"E311","UCSB"
200,1966,1965,11,15,1965-11-15,0.94,"E311","UCSB"
200,1966,1965,11,16,1965-11-16,2.08,"E311","UCSB"
200,1966,1965,11,17,1965-11-17,0.58,"E311","UCSB"
200,1966,1965,11,18,1965-11-18,0.33,"E311","UCSB"
200,1966,1965,11,22,1965-11-22,0.79,"E311","UCSB"
200,1966,1965,11,23,1965-11-23,0.71,"E311","UCSB"
200,1966,1965,11,24,1965-11-24,0.13,"E311","UCSB"
200,1966,1965,11,25,1965-11-25,0.25,"E311","UCSB"
200,1966,1965,12,9,1965-12-09,0.5,"E311","UCSB"
200,1966,1965,12,11,1965-12-11,0.27,"E311","UCSB"
200,1966,1965,12,12,1965-12-12,0.07,"E311","UCSB"
200,1966,1965,12,14,1965-12-14,0.09,"E311","UCSB"
200,1966,1965,12,25,1965-12-25,0.04,"E311","UCSB"
200,1966,1965,12,28,1965-12-28,0.16,"E311","UCSB"
200,1966,1965,12,29,1965-12-29,1.83,"E311","UCSB"
200,1966,1965,12,30,1965-12-30,0.31,"E311","UCSB"
200,1966,1965,12,31,1965-12-31,0.2,"E311","UCSB"
200,1966,1966,1,27,1966-01-27,0.06,"E311","UCSB"
200,1966,1966,1,29,1966-01-29,0.59,"E311","UCSB"
200,1966,1966,1,30,1966-01-30,1.33,"E311","UCSB"
200,1966,1966,2,1,1966-02-01,0.1,"E311","UCSB"
200,1966,1966,2,5,1966-02-05,0.3,"E311","UCSB"
200,1966,1966,2,6,1966-02-06,0.41,"E311","UCSB"
200,1966,1966,3,1,1966-03-01,0.05,"E311","UCSB"
200,1966,1966,3,2,1966-03-02,0.08,"E311","UCSB"
200,1966,1966,5,8,1966-05-08,0.07,"E311","UCSB"
200,1966,1966,6,15,1966-06-15,0.11,"E311","UCSB"
200,1967,1966,9,29,1966-09-29,0.02,"E311","UCSB"
200,1967,1966,10,5,1966-10-05,0.04,"E311","UCSB"
200,1967,1966,11,6,1966-11-06,0.64,"E311","UCSB"
200,1967,1966,11,7,1966-11-07,2.46,"E311","UCSB"
200,1967,1966,11,8,1966-11-08,0.06,"E311","UCSB"
200,1967,1966,11,16,1966-11-16,0.01,"E311","UCSB"
200,1967,1966,11,19,1966-11-19,0.02,"E311","UCSB"
200,1967,1966,11,20,1966-11-20,0.35,"E311","UCSB"
200,1967,1966,11,28,1966-11-28,0.22,"E311","UCSB"
200,1967,1966,12,2,1966-12-02,2.12,"E311","UCSB"
200,1967,1966,12,3,1966-12-03,0.01,"E311","UCSB"
200,1967,1966,12,4,1966-12-04,0.41,"E311","UCSB"
200,1967,1966,12,5,1966-12-05,1.52,"E311","UCSB"
200,1967,1966,12,6,1966-12-06,1.05,"E311","UCSB"
200,1967,1967,1,21,1967-01-21,0.23,"E311","UCSB"
200,1967,1967,1,22,1967-01-22,0.82,"E311","UCSB"
200,1967,1967,1,24,1967-01-24,4.03,"E311","UCSB"
200,1967,1967,1,30,1967-01-30,0.43,"E311","UCSB"
200,1967,1967,2,24,1967-02-24,0.12,"E311","UCSB"
200,1967,1967,2,25,1967-02-25,0.46,"E311","UCSB"
200,1967,1967,3,10,1967-03-10,0.15,"E311","UCSB"
200,1967,1967,3,11,1967-03-11,0.67,"E311","UCSB"
200,1967,1967,3,12,1967-03-12,0.33,"E311","UCSB"
200,1967,1967,3,13,1967-03-13,0.13,"E311","UCSB"
200,1967,1967,3,15,1967-03-15,0.01,"E311","UCSB"
200,1967,1967,3,16,1967-03-16,0.25,"E311","UCSB"
200,1967,1967,3,30,1967-03-30,0.19,"E311","UCSB"
200,1967,1967,3,31,1967-03-31,0.09,"E311","UCSB"
200,1967,1967,4,1,1967-04-01,0.34,"E311","UCSB"
200,1967,1967,4,4,1967-04-04,0.98,"E311","UCSB"
200,1967,1967,4,6,1967-04-06,0.14,"E311","UCSB"
200,1967,1967,4,7,1967-04-07,0.22,"E311","UCSB"
200,1967,1967,4,10,1967-04-10,0.48,"E311","UCSB"
200,1967,1967,4,11,1967-04-11,0.14,"E311","UCSB"
200,1967,1967,4,15,1967-04-15,0.06,"E311","UCSB"
200,1967,1967,4,18,1967-04-18,0.56,"E311","UCSB"
200,1967,1967,4,19,1967-04-19,0.29,"E311","UCSB"
200,1967,1967,4,20,1967-04-20,0.06,"E311","UCSB"
200,1967,1967,4,21,1967-04-21,0.72,"E311","UCSB"
200,1967,1967,4,22,1967-04-22,0.03,"E311","UCSB"
200,1967,1967,4,23,1967-04-23,0.23,"E311","UCSB"
200,1967,1967,4,28,1967-04-28,0.05,"E311","UCSB"
200,1967,1967,5,9,1967-05-09,0.05,"E311","UCSB"
200,1967,1967,8,6,1967-08-06,0.05,"E311","UCSB"
200,1968,1967,9,27,1967-09-27,0.02,"E311","UCSB"
200,1968,1967,9,28,1967-09-28,0.05,"E311","UCSB"
200,1968,1967,11,18,1967-11-18,0.63,"E311","UCSB"
200,1968,1967,11,19,1967-11-19,1.03,"E311","UCSB"
200,1968,1967,11,20,1967-11-20,0.51,"E311","UCSB"
200,1968,1967,11,21,1967-11-21,1.01,"E311","UCSB"
200,1968,1967,11,29,1967-11-29,0.15,"E311","UCSB"
200,1968,1967,11,30,1967-11-30,0.98,"E311","UCSB"
200,1968,1967,12,4,1967-12-04,0.01,"E311","UCSB"
200,1968,1967,12,5,1967-12-05,0.23,"E311","UCSB"
200,1968,1967,12,7,1967-12-07,0.12,"E311","UCSB"
200,1968,1967,12,18,1967-12-18,0.7,"E311","UCSB"
200,1968,1967,12,19,1967-12-19,0.22,"E311","UCSB"
200,1968,1968,1,10,1968-01-10,0.47,"E311","UCSB"
200,1968,1968,1,20,1968-01-20,0.02,"E311","UCSB"
200,1968,1968,1,21,1968-01-21,0.45,"E311","UCSB"
200,1968,1968,1,24,1968-01-24,0.14,"E311","UCSB"
200,1968,1968,1,25,1968-01-25,0.05,"E311","UCSB"
200,1968,1968,2,9,1968-02-09,0.02,"E311","UCSB"
200,1968,1968,2,12,1968-02-12,0.48,"E311","UCSB"
200,1968,1968,2,13,1968-02-13,0.24,"E311","UCSB"
200,1968,1968,2,16,1968-02-16,0.22,"E311","UCSB"
200,1968,1968,2,17,1968-02-17,0.92,"E311","UCSB"
200,1968,1968,3,7,1968-03-07,3.09,"E311","UCSB"
200,1968,1968,3,8,1968-03-08,0.12,"E311","UCSB"
200,1968,1968,3,13,1968-03-13,1.02,"E311","UCSB"
200,1968,1968,3,16,1968-03-16,0.16,"E311","UCSB"
200,1968,1968,4,1,1968-04-01,0.59,"E311","UCSB"
200,1968,1968,4,2,1968-04-02,0.06,"E311","UCSB"
200,1969,1968,10,13,1968-10-13,0.61,"E311","UCSB"
200,1969,1968,10,14,1968-10-14,0.7,"E311","UCSB"
200,1969,1968,10,29,1968-10-29,0.18,"E311","UCSB"
200,1969,1968,11,3,1968-11-03,0.08,"E311","UCSB"
200,1969,1968,11,14,1968-11-14,0.18,"E311","UCSB"
200,1969,1968,11,15,1968-11-15,0.51,"E311","UCSB"
200,1969,1968,12,10,1968-12-10,0.29,"E311","UCSB"
200,1969,1968,12,11,1968-12-11,0.05,"E311","UCSB"
200,1969,1968,12,14,1968-12-14,0.09,"E311","UCSB"
200,1969,1968,12,15,1968-12-15,0.49,"E311","UCSB"
200,1969,1968,12,16,1968-12-16,0.11,"E311","UCSB"
200,1969,1968,12,24,1968-12-24,0.04,"E311","UCSB"
200,1969,1968,12,25,1968-12-25,0.3,"E311","UCSB"
200,1969,1968,12,26,1968-12-26,0.14,"E311","UCSB"
200,1969,1968,12,28,1968-12-28,0.13,"E311","UCSB"
200,1969,1969,1,13,1969-01-13,1,"E311","UCSB"
200,1969,1969,1,14,1969-01-14,0.04,"E311","UCSB"
200,1969,1969,1,18,1969-01-18,1.96,"E311","UCSB"
200,1969,1969,1,19,1969-01-19,3.14,"E311","UCSB"
200,1969,1969,1,20,1969-01-20,1.17,"E311","UCSB"
200,1969,1969,1,21,1969-01-21,0.62,"E311","UCSB"
200,1969,1969,1,22,1969-01-22,0.05,"E311","UCSB"
200,1969,1969,1,23,1969-01-23,0.4,"E311","UCSB"
200,1969,1969,1,24,1969-01-24,2.22,"E311","UCSB"
200,1969,1969,1,25,1969-01-25,1.13,"E311","UCSB"
200,1969,1969,1,26,1969-01-26,0.29,"E311","UCSB"
200,1969,1969,1,28,1969-01-28,0.23,"E311","UCSB"
200,1969,1969,2,4,1969-02-04,0.04,"E311","UCSB"
200,1969,1969,2,5,1969-02-05,0.87,"E311","UCSB"
200,1969,1969,2,6,1969-02-06,0.44,"E311","UCSB"
200,1969,1969,2,12,1969-02-12,0.26,"E311","UCSB"
200,1969,1969,2,15,1969-02-15,1.08,"E311","UCSB"
200,1969,1969,2,17,1969-02-17,0.03,"E311","UCSB"
200,1969,1969,2,18,1969-02-18,0.25,"E311","UCSB"
200,1969,1969,2,19,1969-02-19,0.06,"E311","UCSB"
200,1969,1969,2,21,1969-02-21,0.6,"E311","UCSB"
200,1969,1969,2,22,1969-02-22,0.12,"E311","UCSB"
200,1969,1969,2,23,1969-02-23,1.73,"E311","UCSB"
200,1969,1969,2,24,1969-02-24,1.68,"E311","UCSB"
200,1969,1969,2,25,1969-02-25,0.07,"E311","UCSB"
200,1969,1969,2,26,1969-02-26,0.22,"E311","UCSB"
200,1969,1969,2,28,1969-02-28,0.96,"E311","UCSB"
200,1969,1969,3,10,1969-03-10,0.11,"E311","UCSB"
200,1969,1969,3,12,1969-03-12,0.02,"E311","UCSB"
200,1969,1969,3,20,1969-03-20,0.03,"E311","UCSB"
200,1969,1969,3,21,1969-03-21,0.26,"E311","UCSB"
200,1969,1969,4,2,1969-04-02,0.67,"E311","UCSB"
200,1969,1969,4,5,1969-04-05,0.95,"E311","UCSB"
200,1969,1969,4,23,1969-04-23,0.04,"E311","UCSB"
200,1969,1969,5,31,1969-05-31,0.01,"E311","UCSB"
200,1969,1969,6,1,1969-06-01,0.03,"E311","UCSB"
200,1969,1969,7,12,1969-07-12,0.03,"E311","UCSB"
200,1970,1969,9,6,1969-09-06,0.01,"E311","UCSB"
200,1970,1969,9,15,1969-09-15,0.03,"E311","UCSB"
200,1970,1969,10,16,1969-10-16,0.11,"E311","UCSB"
200,1970,1969,11,5,1969-11-05,0.4,"E311","UCSB"
200,1970,1969,11,6,1969-11-06,0.9,"E311","UCSB"
200,1970,1969,11,7,1969-11-07,0.24,"E311","UCSB"
200,1970,1969,11,8,1969-11-08,0.06,"E311","UCSB"
200,1970,1969,11,10,1969-11-10,0.01,"E311","UCSB"
200,1970,1969,12,8,1969-12-08,0.19,"E311","UCSB"
200,1970,1970,1,9,1970-01-09,1.9,"E311","UCSB"
200,1970,1970,1,10,1970-01-10,0.02,"E311","UCSB"
200,1970,1970,1,11,1970-01-11,0.29,"E311","UCSB"
200,1970,1970,1,12,1970-01-12,0.2,"E311","UCSB"
200,1970,1970,1,14,1970-01-14,0.09,"E311","UCSB"
200,1970,1970,1,15,1970-01-15,0.34,"E311","UCSB"
200,1970,1970,1,16,1970-01-16,0.93,"E311","UCSB"
200,1970,1970,1,19,1970-01-19,0.02,"E311","UCSB"
200,1970,1970,1,24,1970-01-24,0.1,"E311","UCSB"
200,1970,1970,2,9,1970-02-09,0.6,"E311","UCSB"
200,1970,1970,2,10,1970-02-10,0.52,"E311","UCSB"
200,1970,1970,2,11,1970-02-11,0.22,"E311","UCSB"
200,1970,1970,2,13,1970-02-13,0.16,"E311","UCSB"
200,1970,1970,2,27,1970-02-27,0.16,"E311","UCSB"
200,1970,1970,2,28,1970-02-28,2.45,"E311","UCSB"
200,1970,1970,3,1,1970-03-01,0.78,"E311","UCSB"
200,1970,1970,3,4,1970-03-04,1.42,"E311","UCSB"
200,1970,1970,5,24,1970-05-24,0.01,"E311","UCSB"
200,1971,1970,10,20,1970-10-20,0.1,"E311","UCSB"
200,1971,1970,11,4,1970-11-04,0.2,"E311","UCSB"
200,1971,1970,11,5,1970-11-05,0.57,"E311","UCSB"
200,1971,1970,11,6,1970-11-06,0.01,"E311","UCSB"
200,1971,1970,11,25,1970-11-25,0.46,"E311","UCSB"
200,1971,1970,11,26,1970-11-26,0.24,"E311","UCSB"
200,1971,1970,11,28,1970-11-28,0.69,"E311","UCSB"
200,1971,1970,11,29,1970-11-29,1.75,"E311","UCSB"
200,1971,1970,11,30,1970-11-30,0.24,"E311","UCSB"
200,1971,1970,12,1,1970-12-01,0.05,"E311","UCSB"
200,1971,1970,12,2,1970-12-02,0.18,"E311","UCSB"
200,1971,1970,12,16,1970-12-16,0.32,"E311","UCSB"
200,1971,1970,12,17,1970-12-17,0.03,"E311","UCSB"
200,1971,1970,12,18,1970-12-18,1.81,"E311","UCSB"
200,1971,1970,12,19,1970-12-19,0.15,"E311","UCSB"
200,1971,1970,12,20,1970-12-20,0.21,"E311","UCSB"
200,1971,1970,12,21,1970-12-21,0.89,"E311","UCSB"
200,1971,1970,12,22,1970-12-22,0.03,"E311","UCSB"
200,1971,1970,12,26,1970-12-26,0.23,"E311","UCSB"
200,1971,1970,12,27,1970-12-27,0.11,"E311","UCSB"
200,1971,1971,1,2,1971-01-02,0.12,"E311","UCSB"
200,1971,1971,1,12,1971-01-12,0.19,"E311","UCSB"
200,1971,1971,1,13,1971-01-13,0.5,"E311","UCSB"
200,1971,1971,2,16,1971-02-16,0.44,"E311","UCSB"
200,1971,1971,2,17,1971-02-17,0.3,"E311","UCSB"
200,1971,1971,3,12,1971-03-12,0.82,"E311","UCSB"
200,1971,1971,3,13,1971-03-13,0.09,"E311","UCSB"
200,1971,1971,4,14,1971-04-14,0.64,"E311","UCSB"
200,1971,1971,4,17,1971-04-17,0.03,"E311","UCSB"
200,1971,1971,5,2,1971-05-02,0.01,"E311","UCSB"
200,1971,1971,5,6,1971-05-06,0.01,"E311","UCSB"
200,1971,1971,5,7,1971-05-07,0.11,"E311","UCSB"
200,1971,1971,5,27,1971-05-27,0.62,"E311","UCSB"
200,1971,1971,5,28,1971-05-28,0.36,"E311","UCSB"
200,1971,1971,7,16,1971-07-16,0.02,"E311","UCSB"
200,1971,1971,7,30,1971-07-30,0.02,"E311","UCSB"
200,1972,1971,10,16,1971-10-16,0.02,"E311","UCSB"
200,1972,1971,11,11,1971-11-11,0.35,"E311","UCSB"
200,1972,1971,11,12,1971-11-12,0.01,"E311","UCSB"
200,1972,1971,12,2,1971-12-02,0.18,"E311","UCSB"
200,1972,1971,12,12,1971-12-12,0.14,"E311","UCSB"
200,1972,1971,12,21,1971-12-21,0.28,"E311","UCSB"
200,1972,1971,12,22,1971-12-22,1.3,"E311","UCSB"
200,1972,1971,12,23,1971-12-23,0.07,"E311","UCSB"
200,1972,1971,12,24,1971-12-24,0.83,"E311","UCSB"
200,1972,1971,12,25,1971-12-25,0.97,"E311","UCSB"
200,1972,1971,12,26,1971-12-26,0.65,"E311","UCSB"
200,1972,1971,12,27,1971-12-27,0.91,"E311","UCSB"
200,1972,1971,12,28,1971-12-28,0.44,"E311","UCSB"
200,1972,1972,1,27,1972-01-27,0.26,"E311","UCSB"
200,1972,1972,2,5,1972-02-05,0.46,"E311","UCSB"
200,1972,1972,4,11,1972-04-11,0.16,"E311","UCSB"
200,1972,1972,6,7,1972-06-07,0.01,"E311","UCSB"
200,1973,1972,10,3,1972-10-03,0.03,"E311","UCSB"
200,1973,1972,10,14,1972-10-14,0.46,"E311","UCSB"
200,1973,1972,11,4,1972-11-04,0.28,"E311","UCSB"
200,1973,1972,11,10,1972-11-10,0.03,"E311","UCSB"
200,1973,1972,11,11,1972-11-11,0.74,"E311","UCSB"
200,1973,1972,11,13,1972-11-13,0.12,"E311","UCSB"
200,1973,1972,11,14,1972-11-14,1.78,"E311","UCSB"
200,1973,1972,11,15,1972-11-15,1.38,"E311","UCSB"
200,1973,1972,11,16,1972-11-16,1.93,"E311","UCSB"
200,1973,1972,11,17,1972-11-17,0.09,"E311","UCSB"
200,1973,1972,12,4,1972-12-04,0.62,"E311","UCSB"
200,1973,1972,12,6,1972-12-06,0.28,"E311","UCSB"
200,1973,1973,1,8,1973-01-08,0.37,"E311","UCSB"
200,1973,1973,1,9,1973-01-09,0.3,"E311","UCSB"
200,1973,1973,1,16,1973-01-16,2.66,"E311","UCSB"
200,1973,1973,1,18,1973-01-18,2.75,"E311","UCSB"
200,1973,1973,1,29,1973-01-29,0.07,"E311","UCSB"
200,1973,1973,2,3,1973-02-03,0.78,"E311","UCSB"
200,1973,1973,2,4,1973-02-04,0.15,"E311","UCSB"
200,1973,1973,2,5,1973-02-05,0.26,"E311","UCSB"
200,1973,1973,2,6,1973-02-06,0.68,"E311","UCSB"
200,1973,1973,2,7,1973-02-07,0.17,"E311","UCSB"
200,1973,1973,2,9,1973-02-09,0.11,"E311","UCSB"
200,1973,1973,2,10,1973-02-10,1.84,"E311","UCSB"
200,1973,1973,2,11,1973-02-11,0.85,"E311","UCSB"
200,1973,1973,2,12,1973-02-12,0.68,"E311","UCSB"
200,1973,1973,2,14,1973-02-14,0.1,"E311","UCSB"
200,1973,1973,2,24,1973-02-24,0.76,"E311","UCSB"
200,1973,1973,2,27,1973-02-27,1.73,"E311","UCSB"
200,1973,1973,2,28,1973-02-28,0.17,"E311","UCSB"
200,1973,1973,3,6,1973-03-06,0.11,"E311","UCSB"
200,1973,1973,3,8,1973-03-08,0.5,"E311","UCSB"
200,1973,1973,3,11,1973-03-11,0.2,"E311","UCSB"
200,1973,1973,3,19,1973-03-19,0.49,"E311","UCSB"
200,1973,1973,3,20,1973-03-20,0.52,"E311","UCSB"
200,1973,1973,3,21,1973-03-21,0.29,"E311","UCSB"
200,1973,1973,8,4,1973-08-04,0.01,"E311","UCSB"
200,1974,1973,10,8,1973-10-08,0.07,"E311","UCSB"
200,1974,1973,10,22,1973-10-22,0.14,"E311","UCSB"
200,1974,1973,10,23,1973-10-23,0.14,"E311","UCSB"
200,1974,1973,11,14,1973-11-14,0.11,"E311","UCSB"
200,1974,1973,11,17,1973-11-17,0.16,"E311","UCSB"
200,1974,1973,11,18,1973-11-18,0.72,"E311","UCSB"
200,1974,1973,11,19,1973-11-19,0.02,"E311","UCSB"
200,1974,1973,11,22,1973-11-22,0.41,"E311","UCSB"
200,1974,1973,12,1,1973-12-01,1.09,"E311","UCSB"
200,1974,1973,12,21,1973-12-21,0.19,"E311","UCSB"
200,1974,1973,12,27,1973-12-27,0.05,"E311","UCSB"
200,1974,1973,12,31,1973-12-31,0.1,"E311","UCSB"
200,1974,1974,1,2,1974-01-02,0.01,"E311","UCSB"
200,1974,1974,1,4,1974-01-04,0.06,"E311","UCSB"
200,1974,1974,1,5,1974-01-05,2.37,"E311","UCSB"
200,1974,1974,1,6,1974-01-06,0.55,"E311","UCSB"
200,1974,1974,1,7,1974-01-07,1.45,"E311","UCSB"
200,1974,1974,1,8,1974-01-08,1.95,"E311","UCSB"
200,1974,1974,1,9,1974-01-09,0.02,"E311","UCSB"
200,1974,1974,1,12,1974-01-12,0.15,"E311","UCSB"
200,1974,1974,1,13,1974-01-13,0.14,"E311","UCSB"
200,1974,1974,1,17,1974-01-17,0.32,"E311","UCSB"
200,1974,1974,1,18,1974-01-18,0.46,"E311","UCSB"
200,1974,1974,1,20,1974-01-20,0.25,"E311","UCSB"
200,1974,1974,2,28,1974-02-28,0.22,"E311","UCSB"
200,1974,1974,3,1,1974-03-01,1.25,"E311","UCSB"
200,1974,1974,3,2,1974-03-02,0.69,"E311","UCSB"
200,1974,1974,3,3,1974-03-03,0.17,"E311","UCSB"
200,1974,1974,3,7,1974-03-07,1.2,"E311","UCSB"
200,1974,1974,3,8,1974-03-08,0.03,"E311","UCSB"
200,1974,1974,3,25,1974-03-25,0.08,"E311","UCSB"
200,1974,1974,3,26,1974-03-26,0.66,"E311","UCSB"
200,1974,1974,3,27,1974-03-27,0.15,"E311","UCSB"
200,1974,1974,3,28,1974-03-28,0.03,"E311","UCSB"
200,1974,1974,3,30,1974-03-30,0.34,"E311","UCSB"
200,1974,1974,4,1,1974-04-01,0.17,"E311","UCSB"
200,1974,1974,4,23,1974-04-23,0.01,"E311","UCSB"
200,1974,1974,4,24,1974-04-24,0.01,"E311","UCSB"
200,1974,1974,7,30,1974-07-30,0.01,"E311","UCSB"
200,1975,1974,9,11,1974-09-11,0,"E311","UCSB"
200,1975,1974,9,12,1974-09-12,0,"E311","UCSB"
200,1975,1974,10,7,1974-10-07,0.02,"E311","UCSB"
200,1975,1974,10,8,1974-10-08,0,"E311","UCSB"
200,1975,1974,10,20,1974-10-20,0,"E311","UCSB"
200,1975,1974,10,21,1974-10-21,0,"E311","UCSB"
200,1975,1974,10,23,1974-10-23,0,"E311","UCSB"
200,1975,1974,10,27,1974-10-27,0,"E311","UCSB"
200,1975,1974,10,28,1974-10-28,0.55,"E311","UCSB"
200,1975,1974,10,29,1974-10-29,0.02,"E311","UCSB"
200,1975,1974,10,31,1974-10-31,0,"E311","UCSB"
200,1975,1974,11,21,1974-11-21,0.06,"E311","UCSB"
200,1975,1974,12,3,1974-12-03,2.58,"E311","UCSB"
200,1975,1974,12,4,1974-12-04,0.73,"E311","UCSB"
200,1975,1974,12,27,1974-12-27,1.09,"E311","UCSB"
200,1975,1974,12,28,1974-12-28,1.18,"E311","UCSB"
200,1975,1974,12,30,1974-12-30,0,"E311","UCSB"
200,1975,1975,1,30,1975-01-30,0.32,"E311","UCSB"
200,1975,1975,1,31,1975-01-31,0.21,"E311","UCSB"
200,1975,1975,2,1,1975-02-01,0.57,"E311","UCSB"
200,1975,1975,2,2,1975-02-02,1.72,"E311","UCSB"
200,1975,1975,2,3,1975-02-03,0.27,"E311","UCSB"
200,1975,1975,2,4,1975-02-04,0.36,"E311","UCSB"
200,1975,1975,2,8,1975-02-08,0.43,"E311","UCSB"
200,1975,1975,2,9,1975-02-09,1.47,"E311","UCSB"
200,1975,1975,2,10,1975-02-10,0.14,"E311","UCSB"
200,1975,1975,2,13,1975-02-13,0,"E311","UCSB"
200,1975,1975,3,4,1975-03-04,0,"E311","UCSB"
200,1975,1975,3,5,1975-03-05,1.03,"E311","UCSB"
200,1975,1975,3,6,1975-03-06,0.91,"E311","UCSB"
200,1975,1975,3,7,1975-03-07,1.44,"E311","UCSB"
200,1975,1975,3,8,1975-03-08,0.19,"E311","UCSB"
200,1975,1975,3,10,1975-03-10,0.53,"E311","UCSB"
200,1975,1975,3,13,1975-03-13,0.42,"E311","UCSB"
200,1975,1975,3,16,1975-03-16,0.12,"E311","UCSB"
200,1975,1975,3,21,1975-03-21,0.11,"E311","UCSB"
200,1975,1975,3,22,1975-03-22,0.43,"E311","UCSB"
200,1975,1975,3,25,1975-03-25,0,"E311","UCSB"
200,1975,1975,4,5,1975-04-05,0.55,"E311","UCSB"
200,1975,1975,4,6,1975-04-06,0.45,"E311","UCSB"
200,1975,1975,4,8,1975-04-08,0,"E311","UCSB"
200,1975,1975,4,14,1975-04-14,0,"E311","UCSB"
200,1975,1975,4,24,1975-04-24,0.05,"E311","UCSB"
200,1975,1975,5,19,1975-05-19,0,"E311","UCSB"
200,1975,1975,5,26,1975-05-26,0,"E311","UCSB"
200,1975,1975,5,27,1975-05-27,0.09,"E311","UCSB"
200,1975,1975,5,29,1975-05-29,0,"E311","UCSB"
200,1975,1975,5,30,1975-05-30,0,"E311","UCSB"
200,1975,1975,6,3,1975-06-03,0,"E311","UCSB"
200,1975,1975,6,9,1975-06-09,0,"E311","UCSB"
200,1975,1975,6,10,1975-06-10,0,"E311","UCSB"
200,1975,1975,6,11,1975-06-11,0,"E311","UCSB"
